transaction_id,amount,customer_age,customer_transaction_count,customer_avg_amount,device_age_days,new_device,failed_attempts,transactions_last_1h,transactions_last_24h,location_changed,hour,payment_method,merchant_category,is_fraud
TXN106507,1792.58,40,294,309.8,29,0,1,0,3,0,0,wallet,food,0
TXN106508,322.72,38,250,1230.07,200,0,0,0,5,0,23,card,fashion,0
TXN106509,4557.95,36,155,820.47,193,0,1,2,2,0,17,card,services,0
TXN106510,5173.19,42,177,1525.9,280,0,0,1,8,0,11,netbanking,travel,0
TXN106511,2649.92,40,177,1552.25,1145,0,3,0,3,0,6,netbanking,food,0
TXN106512,512.04,36,212,364.53,939,0,0,2,7,0,18,upi,electronics,0
TXN106513,807.53,22,188,768.98,848,0,0,1,3,0,19,card,fashion,0
TXN106514,1268.29,36,87,509.99,702,0,2,1,1,0,23,card,travel,0
TXN106515,542.56,52,204,180.9,731,0,0,2,2,0,10,upi,travel,0
TXN106516,5957.14,29,117,412.87,1007,0,2,2,3,0,4,wallet,food,0
TXN106517,1266.9,56,227,465.9,1251,0,1,2,7,0,23,netbanking,food,0
TXN106518,73.45,42,62,1610.33,562,0,1,3,5,0,17,card,fashion,0
TXN106519,1539.72,22,100,685.99,286,0,0,2,1,0,4,wallet,services,0
TXN106520,774.21,29,170,1804.34,1163,0,0,2,3,0,21,upi,travel,0
TXN106521,1017.47,44,156,1322.62,787,0,0,1,9,0,22,upi,travel,0
TXN106522,758.53,21,37,843.46,304,1,3,0,0,0,14,upi,food,0
TXN106523,2457.86,69,276,499.58,76,0,1,2,2,0,16,upi,food,0
TXN106524,3359.97,36,35,527.65,109,0,1,3,2,0,4,netbanking,grocery,0
TXN106525,1455.42,62,262,439.98,971,0,1,1,8,0,23,card,grocery,0
TXN106526,781.09,64,19,1721.94,483,0,1,3,4,0,10,upi,electronics,0
TXN106527,1052.23,41,8,357.04,608,0,1,3,5,1,20,card,food,0
TXN106528,1118.34,59,272,588.56,346,0,0,2,3,1,13,upi,food,0
TXN106529,491.55,45,24,587.38,73,1,1,4,3,0,8,upi,services,0
TXN106530,1956.53,50,141,3233.06,1484,0,0,4,6,0,5,card,services,0
TXN106531,1737.22,52,119,1476.13,1148,1,1,4,2,0,5,netbanking,fashion,1
TXN106532,5117.6,67,9,584.84,1127,0,1,2,4,0,2,upi,fashion,1
TXN106533,3848.16,33,168,380.49,1011,0,0,3,9,0,11,card,food,0
TXN106534,552.43,29,263,365.51,1393,0,3,2,6,0,4,upi,travel,0
TXN106535,2490.65,33,208,1599.71,37,1,0,1,8,0,10,upi,fashion,0
TXN106536,423.71,28,288,483.63,500,0,1,1,4,0,0,card,electronics,0
TXN106537,2199.38,60,60,537.52,1155,0,1,1,8,0,14,upi,food,0
TXN106538,654.18,45,51,1088.09,59,0,0,1,6,0,22,upi,services,0
TXN106539,394.16,40,40,639.37,1347,0,1,2,3,0,8,upi,electronics,0
TXN106540,1451.05,63,267,425.08,1246,0,0,5,6,0,18,upi,grocery,0
TXN106541,75.6,34,16,748.31,571,0,0,2,4,0,5,upi,food,0
TXN106542,190.38,36,281,1225.61,200,0,0,1,2,0,2,card,services,0
TXN106543,918.29,28,202,360.16,836,0,1,3,3,0,11,card,electronics,0
TXN106544,1190.87,21,84,421.26,42,1,3,0,2,0,1,card,food,1
TXN106545,758.0,27,297,1709.63,1367,0,2,1,3,0,13,card,travel,0
TXN106546,226.01,36,65,695.38,125,0,1,2,4,0,3,upi,travel,0
TXN106547,484.01,53,160,394.54,1450,0,4,2,6,0,20,upi,fashion,0
TXN106548,1621.67,60,104,360.93,803,0,0,2,2,0,3,netbanking,food,0
TXN106549,1962.12,56,176,1548.68,1251,0,2,0,3,0,17,card,electronics,0
TXN106550,1078.99,69,54,424.0,1418,0,0,0,2,0,1,upi,services,0
TXN106551,3487.13,58,125,1424.77,388,0,0,3,7,0,19,card,food,0
TXN106552,1631.73,39,75,913.14,193,0,0,1,5,0,23,upi,grocery,0
TXN106553,519.33,19,122,468.22,229,0,2,2,4,0,16,wallet,fashion,0
TXN106554,828.4,50,41,508.32,565,0,1,3,4,0,19,card,travel,0
TXN106555,269.65,57,61,452.51,1292,0,1,0,3,0,18,card,travel,0
TXN106556,984.23,44,135,701.43,395,0,2,2,4,0,13,netbanking,fashion,0
TXN106557,3334.58,36,102,1510.97,1039,0,0,2,5,0,3,card,grocery,0
TXN106558,2176.1,65,53,853.63,805,0,0,2,1,0,8,wallet,fashion,0
TXN106559,4456.01,63,228,315.41,719,0,0,1,7,0,18,card,grocery,0
TXN106560,810.07,21,100,1651.65,586,0,0,0,3,0,1,card,grocery,0
TXN106561,4213.71,36,35,3056.67,1224,0,0,0,6,0,14,netbanking,grocery,0
TXN106562,903.88,42,259,328.44,663,0,1,1,5,0,2,upi,travel,0
TXN106563,4777.08,23,139,199.23,98,0,1,2,6,0,8,upi,fashion,0
TXN106564,1072.92,64,130,681.65,485,0,0,2,7,0,19,upi,grocery,0
TXN106565,2224.38,30,296,675.2,279,0,0,2,7,0,19,upi,travel,0
TXN106566,4793.96,68,106,1091.39,1395,0,1,2,3,0,1,card,food,0
TXN106567,903.77,39,99,727.25,293,0,2,2,6,0,5,card,travel,0
TXN106568,1364.29,21,262,451.84,489,0,0,1,7,0,19,card,grocery,0
TXN106569,3979.31,19,21,366.09,162,0,1,1,10,0,15,upi,electronics,0
TXN106570,960.06,20,224,655.04,755,0,1,0,4,1,18,upi,services,0
TXN106571,292.69,63,183,1333.8,599,0,0,1,8,0,19,upi,travel,0
TXN106572,9348.84,47,191,457.93,1471,0,0,1,2,0,14,upi,services,0
TXN106573,685.56,21,293,980.68,349,0,1,1,5,0,22,upi,travel,0
TXN106574,1285.31,65,198,452.29,120,0,1,3,6,0,18,card,food,0
TXN106575,3484.25,60,245,410.96,1356,0,1,2,3,0,18,card,electronics,0
TXN106576,596.75,46,9,1267.68,1346,0,0,0,6,0,19,upi,travel,0
TXN106577,400.27,62,123,1556.15,1307,0,2,2,5,1,3,upi,fashion,1
TXN106578,1413.38,50,32,766.12,1076,0,0,2,2,0,16,upi,grocery,0
TXN106579,182.53,30,112,333.53,957,1,0,4,2,1,19,card,fashion,0
TXN106580,822.29,64,212,426.09,917,1,1,2,6,0,10,netbanking,food,1
TXN106581,1401.14,56,259,239.11,273,0,1,3,6,0,6,netbanking,services,0
TXN106582,837.19,49,277,942.24,1057,0,0,2,2,0,10,upi,fashion,0
TXN106583,234.29,45,116,577.03,649,0,1,0,4,0,7,wallet,electronics,0
TXN106584,5400.13,54,238,663.89,37,0,1,2,4,0,4,card,food,0
TXN106585,1216.26,45,175,1065.94,1492,0,0,2,1,0,9,card,food,0
TXN106586,4587.78,44,21,362.61,953,0,0,3,8,0,18,card,services,1
TXN106587,845.53,42,298,1076.05,1431,0,2,2,7,0,0,card,services,0
TXN106588,454.86,47,145,1588.54,524,0,1,1,4,0,2,card,fashion,0
TXN106589,1435.37,23,40,272.77,1151,0,0,1,1,0,9,wallet,grocery,0
TXN106590,883.78,47,58,1038.19,166,0,1,0,6,0,23,upi,travel,0
TXN106591,337.73,26,115,802.53,1264,0,0,1,8,0,13,upi,services,0
TXN106592,4768.49,23,42,1040.17,362,0,1,2,8,0,16,card,grocery,0
TXN106593,588.59,46,36,927.06,1238,0,3,0,9,1,18,wallet,electronics,0
TXN106594,174.12,40,253,450.24,743,1,0,1,4,0,21,netbanking,grocery,0
TXN106595,4138.82,23,52,1154.85,257,0,0,2,5,0,5,upi,electronics,0
TXN106596,662.29,39,10,458.25,1266,0,0,1,1,0,16,card,travel,0
TXN106597,597.15,19,152,990.24,792,0,2,2,7,0,18,wallet,electronics,0
TXN106598,187.66,48,148,1805.45,143,0,1,0,3,0,5,card,services,0
TXN106599,6253.78,23,52,299.89,1150,0,1,2,2,0,9,card,services,0
TXN106600,302.03,59,247,401.11,1232,0,0,1,6,0,11,card,food,0
TXN106601,1162.64,22,270,378.8,1093,0,1,1,9,0,18,upi,electronics,0
TXN106602,2731.54,37,73,815.47,44,0,0,1,7,0,6,upi,grocery,0
TXN106603,1671.9,29,250,1090.09,983,0,0,2,2,0,0,wallet,services,0
TXN106604,1033.13,55,162,558.03,1385,1,0,1,4,0,16,wallet,electronics,0
TXN106605,200.0,55,84,410.78,1293,0,1,4,3,1,18,netbanking,fashion,0
TXN106606,487.98,25,112,1669.73,1050,0,2,1,3,0,23,wallet,travel,0
TXN106607,1323.19,66,103,1259.84,1005,0,1,1,10,0,3,upi,food,0
TXN106608,499.11,67,12,206.03,1228,0,2,2,3,0,17,upi,electronics,0
TXN106609,1343.94,60,298,655.87,422,0,0,3,5,0,7,wallet,travel,0
TXN106610,2168.4,50,227,434.94,589,1,2,0,10,0,8,card,fashion,0
TXN106611,2871.25,56,232,790.5,1151,0,1,1,11,0,6,netbanking,services,0
TXN106612,321.76,57,137,1057.7,215,0,2,1,2,0,5,netbanking,electronics,0
TXN106613,9863.99,48,51,1129.58,1288,1,0,1,5,0,22,upi,food,1
TXN106614,2362.51,20,37,545.94,21,0,0,1,9,0,4,upi,fashion,0
TXN106615,1094.75,36,150,604.59,1186,0,1,0,4,0,10,upi,services,0
TXN106616,3260.18,65,137,598.98,1435,0,0,0,2,0,17,card,food,1
TXN106617,11677.37,25,116,370.01,1252,0,1,0,4,0,8,card,travel,0
TXN106618,260.16,47,63,554.27,693,0,1,2,4,0,2,netbanking,electronics,0
TXN106619,875.45,48,283,268.16,648,0,1,0,1,0,17,wallet,food,0
TXN106620,101.65,46,116,626.35,624,0,1,3,4,0,0,upi,food,0
TXN106621,1329.62,23,284,416.93,1198,0,2,2,6,0,5,netbanking,grocery,0
TXN106622,1580.34,19,35,813.95,1113,0,2,1,5,0,1,upi,fashion,0
TXN106623,1054.52,40,166,1049.48,1108,0,3,2,9,0,8,card,fashion,0
TXN106624,569.9,61,96,198.18,963,0,0,2,7,0,20,netbanking,electronics,0
TXN106625,141.24,47,169,691.89,80,0,0,2,5,0,17,netbanking,fashion,0
TXN106626,1593.25,55,184,1919.44,673,0,0,2,5,0,12,upi,services,0
TXN106627,4700.55,63,137,528.1,476,1,1,3,3,0,23,netbanking,fashion,0
TXN106628,607.27,56,51,221.56,1234,0,1,2,3,0,3,card,electronics,0
TXN106629,1702.85,26,228,369.41,1388,0,2,2,7,0,9,upi,electronics,0
TXN106630,228.57,24,77,826.79,225,0,0,3,4,0,3,netbanking,travel,0
TXN106631,1732.31,64,226,994.93,447,1,0,0,7,1,3,upi,services,0
TXN106632,739.98,61,208,428.66,778,1,1,1,4,0,3,upi,services,1
TXN106633,511.62,66,163,763.53,77,0,0,2,2,0,5,upi,services,0
TXN106634,512.67,32,16,1313.71,1272,0,1,3,5,0,18,card,electronics,0
TXN106635,739.81,32,168,666.15,859,0,2,3,3,0,13,wallet,grocery,0
TXN106636,1607.5,38,8,968.96,1129,0,1,1,5,0,3,upi,food,0
TXN106637,295.25,31,161,856.29,1316,0,0,1,3,0,12,upi,electronics,0
TXN106638,737.22,28,222,730.2,1467,0,1,2,7,0,5,upi,food,0
TXN106639,1052.08,28,166,213.01,58,0,0,2,7,0,19,upi,fashion,0
TXN106640,365.39,37,230,773.83,850,0,1,1,3,0,8,card,electronics,0
TXN106641,6612.16,30,20,105.42,683,0,0,2,5,0,6,netbanking,food,0
TXN106642,467.08,62,52,705.53,189,0,1,2,3,1,5,card,fashion,0
TXN106643,561.47,47,66,338.32,112,0,1,0,1,0,19,wallet,services,0
TXN106644,412.28,57,275,571.97,1097,0,0,4,5,0,13,upi,food,0
TXN106645,6624.17,56,233,785.66,675,0,1,1,7,0,15,upi,fashion,0
TXN106646,1906.27,37,276,2916.71,79,0,1,3,2,0,3,upi,grocery,0
TXN106647,429.84,62,142,432.45,270,0,0,2,3,0,1,upi,services,0
TXN106648,3315.06,60,122,548.39,517,0,1,4,3,1,15,upi,food,0
TXN106649,1340.37,68,205,966.11,494,0,3,1,4,0,17,upi,travel,0
TXN106650,1418.36,55,91,259.29,1470,0,1,4,4,0,6,upi,travel,0
TXN106651,777.06,25,122,1365.03,364,0,2,3,9,0,21,upi,travel,0
TXN106652,518.32,68,187,772.15,1386,0,0,1,3,0,14,upi,services,0
TXN106653,1537.27,54,80,697.1,983,0,0,1,3,0,10,netbanking,grocery,0
TXN106654,635.82,59,156,1272.92,1110,0,0,0,7,0,1,card,fashion,0
TXN106655,6746.34,50,259,369.92,604,0,2,1,8,0,8,wallet,food,0
TXN106656,308.19,43,127,416.36,366,0,2,0,3,0,19,card,travel,0
TXN106657,5095.72,61,4,605.36,470,0,2,2,10,0,17,card,travel,0
TXN106658,981.11,56,213,321.46,30,0,1,1,4,0,10,upi,electronics,0
TXN106659,1478.95,25,69,1177.94,1370,0,0,0,2,0,8,upi,electronics,0
TXN106660,2522.88,35,231,408.14,1314,0,0,0,4,0,4,upi,fashion,1
TXN106661,583.91,56,279,742.25,538,0,0,0,5,0,8,upi,grocery,0
TXN106662,2602.55,31,60,492.4,417,0,0,1,5,0,5,netbanking,fashion,0
TXN106663,73.15,69,283,528.61,324,0,4,3,8,0,8,card,fashion,0
TXN106664,533.79,35,119,345.1,1364,0,1,2,1,0,21,card,grocery,0
TXN106665,435.26,38,268,420.91,330,0,1,1,5,0,20,netbanking,food,0
TXN106666,313.09,40,138,436.3,466,0,1,3,5,0,13,netbanking,services,0
TXN106667,884.52,21,49,508.53,744,1,1,1,6,0,17,netbanking,electronics,0
TXN106668,1612.84,27,230,449.21,901,0,2,1,2,0,8,upi,services,0
TXN106669,2214.23,60,220,372.23,46,0,2,0,4,0,4,card,services,0
TXN106670,1395.32,28,35,212.75,823,0,0,1,6,0,23,upi,food,1
TXN106671,563.58,37,182,489.71,677,0,1,1,5,1,14,upi,electronics,0
TXN106672,1586.07,36,120,940.67,921,0,1,4,4,0,0,upi,fashion,0
TXN106673,1241.76,18,276,300.83,1493,0,1,1,0,0,5,card,electronics,0
TXN106674,2796.31,48,268,1586.74,640,0,0,0,5,0,12,upi,services,0
TXN106675,2384.96,19,259,209.36,1448,0,1,1,2,0,7,upi,food,0
TXN106676,1130.57,58,258,232.49,628,0,0,1,5,1,10,upi,grocery,0
TXN106677,447.08,66,278,195.57,1199,0,2,5,6,0,15,card,fashion,0
TXN106678,570.81,22,291,1356.79,204,0,0,1,2,0,22,upi,travel,0
TXN106679,632.84,51,237,517.8,464,0,0,4,4,0,3,card,travel,0
TXN106680,800.1,21,244,1804.32,872,0,1,1,5,1,18,card,electronics,0
TXN106681,1433.75,44,9,211.89,340,0,0,2,5,0,23,upi,services,0
TXN106682,2242.11,56,254,3572.79,1152,0,0,5,8,0,20,card,grocery,0
TXN106683,1041.98,66,273,363.7,733,0,4,0,5,0,7,upi,travel,0
TXN106684,1114.46,20,142,559.71,912,0,0,0,4,0,1,upi,travel,0
TXN106685,1265.61,43,244,579.57,1178,1,1,1,3,0,5,upi,electronics,0
TXN106686,654.65,58,104,795.94,986,0,1,0,6,0,8,upi,fashion,0
TXN106687,434.68,18,186,687.9,1323,0,0,5,6,0,1,card,services,0
TXN106688,189.53,69,36,685.54,1448,0,1,1,1,0,10,upi,fashion,0
TXN106689,547.22,33,161,1445.61,1027,0,1,0,7,0,12,wallet,services,0
TXN106690,1760.13,52,64,474.12,488,0,1,0,5,0,7,card,grocery,0
TXN106691,542.99,36,141,464.65,1152,1,2,1,5,0,12,netbanking,services,0
TXN106692,864.54,33,162,1825.64,778,0,3,0,3,0,7,card,fashion,0
TXN106693,1748.36,50,133,730.06,391,0,0,0,6,0,4,upi,travel,0
TXN106694,1845.84,48,111,441.0,738,0,0,3,4,0,10,upi,electronics,0
TXN106695,372.59,39,200,1082.82,1215,0,0,1,7,0,6,upi,fashion,0
TXN106696,2972.2,61,274,587.1,313,0,1,2,5,0,15,upi,food,0
TXN106697,3385.82,37,89,2418.4,1053,0,2,1,7,1,15,upi,food,0
TXN106698,354.3,23,18,341.83,996,0,0,1,2,0,11,upi,food,0
TXN106699,481.14,52,276,825.82,51,0,0,2,6,0,21,card,travel,0
TXN106700,3608.66,56,260,325.67,807,0,1,2,5,0,7,card,travel,0
TXN106701,946.86,20,22,587.31,727,0,1,3,11,0,3,card,grocery,0
TXN106702,119.13,49,217,400.63,414,0,0,0,2,0,16,netbanking,fashion,0
TXN106703,270.51,30,201,667.1,1087,0,0,3,5,0,11,card,electronics,0
TXN106704,854.6,65,265,505.11,451,0,0,1,2,1,23,upi,services,0
TXN106705,342.73,31,187,373.67,323,0,1,1,4,0,2,upi,food,0
TXN106706,725.29,58,289,325.86,1351,0,0,3,6,0,6,upi,travel,0
TXN106707,1132.74,25,263,679.03,675,0,2,3,6,0,4,upi,food,0
TXN106708,4732.72,64,66,515.33,1,0,0,1,3,0,20,upi,travel,0
TXN106709,820.2,36,97,1033.12,642,0,1,2,4,0,19,upi,fashion,0
TXN106710,3205.24,62,291,312.38,1454,0,1,3,6,1,3,upi,fashion,1
TXN106711,4576.82,31,93,793.91,1407,0,1,2,7,0,22,netbanking,electronics,0
TXN106712,4602.29,28,160,808.85,350,0,0,1,7,0,19,card,food,0
TXN106713,1457.9,67,257,2157.64,186,0,1,1,8,0,21,card,food,0
TXN106714,153.96,52,117,758.24,1033,0,0,4,5,0,10,card,grocery,0
TXN106715,1738.58,53,180,901.28,1007,0,2,2,6,0,15,upi,fashion,0
TXN106716,3128.78,20,35,227.96,921,0,0,0,5,0,7,netbanking,services,0
TXN106717,1011.24,42,296,747.68,374,0,1,2,5,0,7,card,services,0
TXN106718,6276.6,30,295,293.23,1293,0,0,2,7,0,18,netbanking,services,0
TXN106719,2591.09,33,20,232.88,1025,0,0,2,1,0,0,netbanking,food,0
TXN106720,1935.8,45,215,574.56,829,0,2,2,8,0,13,upi,grocery,0
TXN106721,3249.9,62,53,853.43,1082,0,1,2,5,0,17,card,travel,0
TXN106722,1530.53,44,140,1036.39,1370,0,0,1,5,0,18,upi,fashion,0
TXN106723,90.67,27,136,2034.55,1416,0,0,2,4,1,11,netbanking,travel,0
TXN106724,665.71,35,169,455.88,571,0,1,2,7,0,23,card,electronics,0
TXN106725,3630.65,25,122,389.54,1076,0,0,3,6,0,16,upi,travel,0
TXN106726,489.02,24,139,369.29,1375,0,2,3,3,0,6,card,services,0
TXN106727,877.02,66,26,447.52,1018,0,1,1,9,0,15,upi,electronics,0
TXN106728,385.74,39,215,413.0,957,0,3,3,7,1,19,upi,food,0
TXN106729,6528.44,55,38,1374.65,916,0,0,1,6,0,13,card,services,0
TXN106730,5892.83,64,133,2186.61,1425,0,0,2,7,0,22,upi,fashion,0
TXN106731,453.11,26,288,788.19,407,0,0,0,1,0,22,card,grocery,0
TXN106732,1270.67,59,197,793.01,1486,0,1,0,7,1,14,card,services,1
TXN106733,555.3,57,112,584.97,957,0,2,3,3,0,7,card,services,0
TXN106734,2028.28,56,143,708.74,1151,0,1,2,5,0,3,upi,electronics,0
TXN106735,1825.63,46,28,1351.28,239,0,1,0,4,0,1,upi,grocery,0
TXN106736,2469.34,54,147,339.03,1145,0,0,2,7,0,4,card,electronics,0
TXN106737,1528.31,67,81,443.25,85,1,2,1,5,0,9,upi,travel,0
TXN106738,20648.67,65,15,715.47,62,0,2,1,5,0,6,netbanking,electronics,0
TXN106739,392.32,64,269,268.83,292,0,1,1,4,0,2,netbanking,grocery,0
TXN106740,198.22,59,215,703.27,1478,0,2,1,2,0,0,upi,services,0
TXN106741,740.19,46,23,266.54,306,0,4,2,3,1,9,card,services,0
TXN106742,228.61,45,190,771.62,531,0,0,2,13,0,0,card,fashion,0
TXN106743,246.54,38,281,638.22,204,0,1,1,7,0,7,wallet,food,0
TXN106744,402.9,50,160,678.56,1443,0,0,2,7,0,6,upi,fashion,0
TXN106745,436.07,43,149,743.15,156,0,1,0,6,0,10,upi,services,0
TXN106746,422.16,55,284,1167.15,1322,1,3,1,3,0,23,card,travel,1
TXN106747,1841.28,32,91,485.61,619,0,1,2,7,0,17,card,services,0
TXN106748,661.04,19,116,626.78,1407,0,0,0,10,1,23,upi,travel,0
TXN106749,916.43,29,219,425.28,107,0,1,1,4,0,13,card,travel,0
TXN106750,2681.77,50,140,692.31,412,0,1,2,3,0,9,netbanking,grocery,0
TXN106751,509.63,32,20,672.58,1298,1,2,0,4,0,17,upi,grocery,0
TXN106752,841.73,62,85,322.55,1185,0,0,2,5,0,1,upi,food,0
TXN106753,1580.92,18,101,1125.46,1159,0,0,0,2,0,8,upi,services,0
TXN106754,157.34,50,202,887.7,506,0,0,0,4,0,20,upi,food,0
TXN106755,101.0,21,25,1270.14,204,0,1,1,4,0,21,upi,services,0
TXN106756,1550.17,45,31,887.47,145,0,2,0,6,0,5,wallet,electronics,0
TXN106757,1793.66,31,207,1137.49,1283,0,1,2,4,0,15,card,electronics,0
TXN106758,8640.54,66,168,376.03,247,0,0,1,7,0,6,card,food,0
TXN106759,1284.46,62,67,530.26,878,0,0,3,4,0,10,card,travel,0
TXN106760,2489.26,29,191,332.69,1229,0,2,3,6,0,2,wallet,electronics,0
TXN106761,901.92,23,11,1040.58,238,0,2,3,3,0,4,upi,fashion,0
TXN106762,1476.2,68,165,591.63,509,0,0,3,5,0,8,card,electronics,0
TXN106763,5809.54,37,140,520.3,559,0,2,1,3,0,15,card,food,0
TXN106764,131.11,65,262,773.77,775,0,2,1,6,0,23,upi,services,0
TXN106765,1658.41,38,213,678.3,663,0,0,1,5,0,17,upi,services,0
TXN106766,9279.72,33,47,650.57,894,0,2,3,6,0,10,card,grocery,0
TXN106767,1453.94,29,36,1979.3,304,0,0,3,4,0,17,card,grocery,0
TXN106768,5713.42,69,82,344.49,399,0,0,1,4,0,16,netbanking,travel,0
TXN106769,584.52,37,44,397.49,740,0,1,1,3,0,2,card,services,0
TXN106770,1062.05,62,231,964.39,1068,0,0,1,6,0,2,upi,services,0
TXN106771,1134.02,50,87,506.2,1294,0,0,2,5,0,4,card,fashion,0
TXN106772,119.39,67,35,322.19,520,0,1,4,8,0,14,upi,electronics,0
TXN106773,340.98,19,209,143.01,681,0,1,0,3,0,14,upi,food,0
TXN106774,366.18,51,166,448.04,1105,0,0,2,6,0,17,upi,food,0
TXN106775,2495.06,43,180,738.26,771,0,2,3,3,1,11,upi,services,0
TXN106776,2623.21,50,2,519.73,937,0,0,2,4,0,9,upi,services,0
TXN106777,1516.31,59,195,656.64,693,0,0,1,8,0,16,card,food,0
TXN106778,2500.14,47,23,345.78,697,0,1,3,12,0,15,card,grocery,0
TXN106779,930.62,18,26,1041.53,245,0,1,3,3,0,8,netbanking,food,0
TXN106780,3647.99,63,30,444.91,248,0,0,3,10,0,1,upi,grocery,1
TXN106781,1106.31,25,275,1319.08,127,0,0,0,9,0,22,card,grocery,0
TXN106782,1161.96,18,167,794.7,196,0,2,2,5,0,18,card,electronics,0
TXN106783,840.85,63,90,899.33,193,0,0,0,5,0,1,card,travel,0
TXN106784,2174.27,27,224,825.21,896,0,1,1,4,0,0,card,travel,0
TXN106785,719.68,49,106,565.35,1169,0,1,3,9,0,10,card,food,0
TXN106786,2911.52,68,28,689.45,134,0,1,0,1,0,22,upi,travel,0
TXN106787,353.49,57,127,576.78,493,0,0,1,7,0,1,card,services,0
TXN106788,365.43,19,61,1351.27,439,1,0,2,6,0,20,netbanking,food,0
TXN106789,2180.76,48,176,277.72,1157,0,1,1,6,0,19,card,fashion,0
TXN106790,1003.71,21,95,1812.2,673,0,1,0,6,0,20,upi,services,0
TXN106791,696.53,29,96,387.1,1066,0,1,0,5,0,7,card,electronics,0
TXN106792,2670.6,48,141,732.66,452,0,1,2,4,0,20,card,fashion,0
TXN106793,597.49,58,86,564.11,744,0,2,3,4,1,21,card,food,0
TXN106794,897.67,40,123,785.77,1428,0,0,1,6,0,6,upi,services,0
TXN106795,4443.63,50,216,824.83,598,0,1,0,4,0,14,card,services,0
TXN106796,5110.96,25,108,1031.72,482,0,2,4,4,0,7,card,food,0
TXN106797,5283.79,66,179,474.25,1152,0,1,2,6,0,9,card,food,0
TXN106798,827.06,33,70,1425.87,554,0,0,1,7,0,7,card,services,0
TXN106799,3754.47,32,127,1195.65,1210,0,0,4,5,0,19,upi,electronics,0
TXN106800,424.56,58,206,528.8,418,0,1,3,5,0,21,upi,fashion,0
TXN106801,442.79,57,263,2067.24,1340,0,0,2,3,0,15,card,food,0
TXN106802,104.54,69,67,417.55,402,0,0,0,7,1,6,wallet,grocery,1
TXN106803,5842.23,43,138,990.26,697,0,0,3,3,0,7,upi,fashion,0
TXN106804,462.21,31,225,664.57,1086,1,0,2,7,0,17,card,services,0
TXN106805,966.29,29,61,395.19,221,0,0,2,4,0,8,upi,services,0
TXN106806,441.28,44,102,2841.9,937,0,0,3,3,1,13,upi,food,0
TXN106807,2197.7,64,293,748.85,517,0,0,0,5,1,21,upi,travel,0
TXN106808,753.23,48,15,497.77,606,0,1,2,4,0,14,upi,food,0
TXN106809,297.43,21,50,705.18,379,0,0,2,8,1,11,upi,travel,0
TXN106810,1705.58,47,260,1054.79,939,0,0,2,6,0,1,upi,electronics,0
TXN106811,261.46,21,101,353.89,698,0,1,1,7,0,19,upi,fashion,0
TXN106812,474.66,48,10,612.02,269,1,0,0,8,0,18,card,fashion,0
TXN106813,133.37,51,244,900.45,527,0,2,2,3,0,17,upi,grocery,0
TXN106814,264.02,21,123,879.03,632,0,0,1,6,0,6,card,services,0
TXN106815,1310.98,37,150,689.07,1436,0,2,0,2,0,14,upi,food,0
TXN106816,153.77,35,159,178.44,617,0,0,2,3,0,21,upi,food,0
TXN106817,249.35,64,253,458.32,1362,0,0,1,1,0,4,upi,electronics,0
TXN106818,1094.04,25,201,1064.81,60,0,0,1,3,0,23,upi,fashion,0
TXN106819,636.76,59,284,1297.56,212,1,1,0,2,1,10,upi,services,0
TXN106820,8038.81,19,98,659.09,96,0,0,2,4,0,3,card,fashion,1
TXN106821,6862.98,26,222,495.66,525,0,0,0,7,0,19,upi,services,0
TXN106822,460.39,33,208,707.74,926,0,0,4,4,0,23,upi,grocery,0
TXN106823,1914.36,39,275,1161.74,529,0,0,1,2,0,11,card,services,0
TXN106824,2319.91,29,47,554.67,931,0,0,1,8,0,22,upi,fashion,0
TXN106825,603.36,22,115,3611.95,76,0,3,1,6,0,8,card,travel,0
TXN106826,245.79,56,184,207.68,1380,0,1,2,5,0,2,upi,electronics,0
TXN106827,1083.23,32,11,1085.67,1245,0,2,1,6,0,10,upi,services,0
TXN106828,922.56,62,77,480.98,638,0,3,1,6,0,5,upi,fashion,0
TXN106829,709.27,25,221,272.55,185,0,0,1,7,1,17,card,food,0
TXN106830,1706.7,41,54,784.52,571,0,0,1,8,0,1,card,fashion,0
TXN106831,517.64,68,59,597.28,771,0,0,3,6,0,4,wallet,food,0
TXN106832,346.54,36,193,490.16,1417,0,0,1,5,1,19,card,services,0
TXN106833,1223.03,54,32,440.26,1387,0,0,0,4,1,18,card,services,0
TXN106834,1613.19,35,146,576.28,1447,0,1,1,3,0,12,wallet,travel,0
TXN106835,338.1,38,132,738.23,231,0,0,1,1,0,15,upi,travel,0
TXN106836,2774.12,66,208,853.48,705,0,2,0,6,0,14,card,services,0
TXN106837,186.7,56,213,1712.03,763,0,0,2,4,0,23,card,electronics,0
TXN106838,615.16,31,179,1414.7,988,0,1,2,2,0,3,upi,grocery,0
TXN106839,847.25,32,126,613.8,1483,0,0,0,5,0,19,upi,grocery,0
TXN106840,580.43,66,138,228.22,1384,0,0,1,11,0,5,card,grocery,0
TXN106841,623.24,20,245,412.23,457,0,1,2,2,0,20,upi,grocery,0
TXN106842,7122.93,62,193,3174.88,336,0,0,3,2,0,13,upi,fashion,0
TXN106843,468.3,28,275,2130.14,64,0,2,2,3,0,21,wallet,services,0
TXN106844,12597.1,20,135,811.83,578,0,1,2,8,0,9,card,travel,0
